county,precinct,office,district,party,candidate,absentee,early,votes
Honolulu,26-07,U.S. House,1,L,"YIM, Alan J.K.",24,9,24
Honolulu,26-07,U.S. House,1,N,"GRIFFIN, Calvin (G)",14,10,11
Honolulu,26-07,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",129,64,118
Honolulu,26-07,U.S. House,1,D,"CROSS, Peter",14,6,10
Honolulu,26-07,U.S. House,1,D,"HANABUSA, Colleen Wakako",393,150,202
Honolulu,26-07,U.S. House,1,D,"KIM, Howard",15,6,8
Honolulu,26-07,U.S. House,1,L,"YIM, Alan J.K.",17,9,18
Honolulu,26-07,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",10,5,7
Honolulu,26-07,U.S. House,1,N,"PERRY, Yvonne",2,1,4
Honolulu,26-07,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",130,61,108
Honolulu,26-07,U.S. House,1,D,"KAAIHUE, Angela Aulani",14,9,17
Honolulu,26-07,U.S. House,1,D,"OCASIO, Javier",6,6,4
Honolulu,26-07,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,1,1
Honolulu,26-07,State Senate,13,D,"RHOADS, Karl",434,165,238
Honolulu,26-07,State Senate,13,L,"OZOLS, Harry",19,20,28
Honolulu,26-07,State Senate,13,R,"TAM, Rod",128,60,112
Honolulu,27-01,President,,G,"STEIN, Jill",4,2,3
Honolulu,27-01,President,,L,"JOHNSON, Gary",3,0,1
Honolulu,27-01,President,,R,"TRUMP, Donald J.",29,12,22
Honolulu,27-01,President,,D,"CLINTON, Hillary",100,13,39
Honolulu,27-01,President,,C,"CASTLE, Darrell L.",1,0,1
Honolulu,27-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,1,0
Honolulu,27-01,U.S. Senate,,C,"ALLISON, Joy J.",2,0,1
Honolulu,27-01,U.S. Senate,,D,"SCHATZ, Brian",114,17,47
Honolulu,27-01,U.S. Senate,,L,"KOKOSKI, Michael A.",0,0,5
Honolulu,27-01,U.S. Senate,,R,"CARROLL, John",19,9,12
Honolulu,27-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",111,16,49
Honolulu,27-01,U.S. House,1,L,"YIM, Alan J.K.",5,2,3
Honolulu,27-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",0,1,2
Honolulu,27-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",22,8,12
Honolulu,27-01,U.S. House,1,D,"CROSS, Peter",1,1,1
Honolulu,27-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",104,12,46
Honolulu,27-01,U.S. House,1,D,"KIM, Howard",2,1,3
Honolulu,27-01,U.S. House,1,L,"YIM, Alan J.K.",5,1,3
Honolulu,27-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",0,0,0
Honolulu,27-01,U.S. House,1,N,"PERRY, Yvonne",0,0,0
Honolulu,27-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",23,6,10
Honolulu,27-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",4,4,3
Honolulu,27-01,U.S. House,1,D,"OCASIO, Javier",0,0,1
Honolulu,27-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,27-01,State Senate,13,D,"RHOADS, Karl",103,16,48
Honolulu,27-01,State Senate,13,L,"OZOLS, Harry",2,0,1
Honolulu,27-01,State Senate,13,R,"TAM, Rod",26,7,17
Honolulu,27-02,President,,G,"STEIN, Jill",15,0,15
Honolulu,27-02,President,,L,"JOHNSON, Gary",26,8,27
Honolulu,27-02,President,,R,"TRUMP, Donald J.",263,45,244
Honolulu,27-02,President,,D,"CLINTON, Hillary",599,94,516
Honolulu,27-02,President,,C,"CASTLE, Darrell L.",7,2,5
Honolulu,27-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,0,6
Honolulu,27-02,U.S. Senate,,C,"ALLISON, Joy J.",16,4,23
Honolulu,27-02,U.S. Senate,,D,"SCHATZ, Brian",665,101,572
Honolulu,27-02,U.S. Senate,,L,"KOKOSKI, Michael A.",15,0,13
Honolulu,27-02,U.S. Senate,,R,"CARROLL, John",187,37,154
Honolulu,27-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",650,96,587
Honolulu,27-02,U.S. House,1,L,"YIM, Alan J.K.",39,7,24
Honolulu,27-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",21,6,20
Honolulu,27-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",181,32,138
Honolulu,27-02,U.S. House,1,D,"CROSS, Peter",23,3,23
Honolulu,27-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",570,83,493
Honolulu,27-02,U.S. House,1,D,"KIM, Howard",35,4,29
Honolulu,27-02,U.S. House,1,L,"YIM, Alan J.K.",28,5,20
Honolulu,27-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",14,1,10
Honolulu,27-02,U.S. House,1,N,"PERRY, Yvonne",3,1,6
Honolulu,27-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",175,31,134
Honolulu,27-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",19,10,33
Honolulu,27-02,U.S. House,1,D,"OCASIO, Javier",7,0,6
Honolulu,27-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,1,2
Honolulu,27-02,State Senate,13,D,"RHOADS, Karl",610,89,469
Honolulu,27-02,State Senate,13,L,"OZOLS, Harry",28,5,36
Honolulu,27-02,State Senate,13,R,"TAM, Rod",236,44,247
Honolulu,27-03,President,,G,"STEIN, Jill",39,2,52
Honolulu,27-03,President,,L,"JOHNSON, Gary",80,9,58
Honolulu,27-03,President,,R,"TRUMP, Donald J.",549,91,497
Honolulu,27-03,President,,D,"CLINTON, Hillary",1559,277,1088
Honolulu,27-03,President,,C,"CASTLE, Darrell L.",14,3,16
Honolulu,27-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",5,1,12
Honolulu,27-03,U.S. Senate,,C,"ALLISON, Joy J.",23,2,33
Honolulu,27-03,U.S. Senate,,D,"SCHATZ, Brian",1776,301,1253
Honolulu,27-03,U.S. Senate,,L,"KOKOSKI, Michael A.",24,2,37
Honolulu,27-03,U.S. Senate,,R,"CARROLL, John",372,65,332
Honolulu,27-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",1725,290,1168
Honolulu,27-03,U.S. House,1,L,"YIM, Alan J.K.",76,14,86
Honolulu,27-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",31,3,36
Honolulu,27-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",355,63,358
Honolulu,27-03,U.S. House,1,D,"CROSS, Peter",20,3,32
Honolulu,27-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",1597,260,1074
Honolulu,27-03,U.S. House,1,D,"KIM, Howard",36,12,25
Honolulu,27-03,U.S. House,1,L,"YIM, Alan J.K.",62,12,68
Honolulu,27-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",21,3,27
Honolulu,27-03,U.S. House,1,N,"PERRY, Yvonne",10,2,8
Honolulu,27-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",327,60,324
Honolulu,27-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",47,11,46
Honolulu,27-03,U.S. House,1,D,"OCASIO, Javier",13,0,13
Honolulu,27-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,1,1
Honolulu,27-03,State Senate,13,D,"RHOADS, Karl",1666,269,1131
Honolulu,27-03,State Senate,13,L,"OZOLS, Harry",73,13,51
Honolulu,27-03,State Senate,13,R,"TAM, Rod",416,81,481
Honolulu,27-04,President,,G,"STEIN, Jill",7,1,23
Honolulu,27-04,President,,L,"JOHNSON, Gary",25,3,29
Honolulu,27-04,President,,R,"TRUMP, Donald J.",196,47,230
Honolulu,27-04,President,,D,"CLINTON, Hillary",503,130,419
Honolulu,27-04,President,,C,"CASTLE, Darrell L.",4,1,6
Honolulu,27-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,1
Honolulu,27-04,U.S. Senate,,C,"ALLISON, Joy J.",9,3,9
Honolulu,27-04,U.S. Senate,,D,"SCHATZ, Brian",567,138,520
Honolulu,27-04,U.S. Senate,,L,"KOKOSKI, Michael A.",11,1,10
Honolulu,27-04,U.S. Senate,,R,"CARROLL, John",127,33,158
Honolulu,27-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",547,134,520
Honolulu,27-04,U.S. House,1,L,"YIM, Alan J.K.",28,6,27
Honolulu,27-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",7,2,16
Honolulu,27-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",129,33,132
Honolulu,27-04,U.S. House,1,D,"CROSS, Peter",5,3,8
Honolulu,27-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",504,116,452
Honolulu,27-04,U.S. House,1,D,"KIM, Howard",9,1,21
Honolulu,27-04,U.S. House,1,L,"YIM, Alan J.K.",28,6,27
Honolulu,27-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",4,1,8
Honolulu,27-04,U.S. House,1,N,"PERRY, Yvonne",3,1,4
Honolulu,27-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",120,31,128
Honolulu,27-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",8,6,21
Honolulu,27-04,U.S. House,1,D,"OCASIO, Javier",6,2,6
Honolulu,27-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,27-05,President,,G,"STEIN, Jill",5,0,0
Honolulu,27-05,President,,L,"JOHNSON, Gary",4,0,0
Honolulu,27-05,President,,R,"TRUMP, Donald J.",27,0,0
Honolulu,27-05,President,,D,"CLINTON, Hillary",111,4,0
Honolulu,27-05,President,,C,"CASTLE, Darrell L.",1,0,0
Honolulu,27-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0
Honolulu,27-05,U.S. Senate,,C,"ALLISON, Joy J.",1,0,0
Honolulu,27-05,U.S. Senate,,D,"SCHATZ, Brian",123,3,0
Honolulu,27-05,U.S. Senate,,L,"KOKOSKI, Michael A.",0,0,0
Honolulu,27-05,U.S. Senate,,R,"CARROLL, John",20,1,0
Honolulu,27-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",122,2,0
Honolulu,27-05,U.S. House,1,L,"YIM, Alan J.K.",4,0,0
Honolulu,27-05,U.S. House,1,N,"GRIFFIN, Calvin (G)",1,0,0
Honolulu,27-05,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",20,1,0
Honolulu,27-05,U.S. House,1,D,"CROSS, Peter",1,0,0
Honolulu,27-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",112,2,0
Honolulu,27-05,U.S. House,1,D,"KIM, Howard",4,1,0
Honolulu,27-05,U.S. House,1,L,"YIM, Alan J.K.",5,0,0
Honolulu,27-05,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",1,0,0
Honolulu,27-05,U.S. House,1,N,"PERRY, Yvonne",0,0,0
Honolulu,27-05,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",21,0,0
Honolulu,27-05,U.S. House,1,D,"KAAIHUE, Angela Aulani",2,0,0
Honolulu,27-05,U.S. House,1,D,"OCASIO, Javier",0,0,0
Honolulu,27-05,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,28-01,President,,G,"STEIN, Jill",9,1,14
Honolulu,28-01,President,,L,"JOHNSON, Gary",11,0,18
Honolulu,28-01,President,,R,"TRUMP, Donald J.",87,22,169
Honolulu,28-01,President,,D,"CLINTON, Hillary",353,48,444
Honolulu,28-01,President,,C,"CASTLE, Darrell L.",3,1,8
Honolulu,28-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,1
Honolulu,28-01,U.S. Senate,,C,"ALLISON, Joy J.",7,1,18
Honolulu,28-01,U.S. Senate,,D,"SCHATZ, Brian",383,52,514
Honolulu,28-01,U.S. Senate,,L,"KOKOSKI, Michael A.",5,0,6
Honolulu,28-01,U.S. Senate,,R,"CARROLL, John",65,15,93
Honolulu,28-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",379,54,500
Honolulu,28-01,U.S. House,1,L,"YIM, Alan J.K.",13,0,21
Honolulu,28-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",3,2,13
Honolulu,28-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",61,11,92
Honolulu,28-01,U.S. House,1,D,"CROSS, Peter",8,2,12
Honolulu,28-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",334,51,426
Honolulu,28-01,U.S. House,1,D,"KIM, Howard",17,2,22
Honolulu,28-01,U.S. House,1,L,"YIM, Alan J.K.",7,0,17
Honolulu,28-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",8,1,12
Honolulu,28-01,U.S. House,1,N,"PERRY, Yvonne",2,0,4
Honolulu,28-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",63,11,92
Honolulu,28-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",8,4,22
Honolulu,28-01,U.S. House,1,D,"OCASIO, Javier",4,0,9
Honolulu,28-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,1
Honolulu,28-01,State House,28,D,"MIZUNO, John M.",379,47,512
Honolulu,28-01,State House,28,R,"KAAPU, Carole Kauhiwai",83,20,125
Honolulu,28-02,President,,G,"STEIN, Jill",11,3,17
Honolulu,28-02,President,,L,"JOHNSON, Gary",9,3,11
Honolulu,28-02,President,,R,"TRUMP, Donald J.",85,23,134
Honolulu,28-02,President,,D,"CLINTON, Hillary",248,50,292
Honolulu,28-02,President,,C,"CASTLE, Darrell L.",4,2,4
Honolulu,28-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,0,3
Honolulu,28-02,U.S. Senate,,C,"ALLISON, Joy J.",4,0,11
Honolulu,28-02,U.S. Senate,,D,"SCHATZ, Brian",290,56,332
Honolulu,28-02,U.S. Senate,,L,"KOKOSKI, Michael A.",3,2,10
Honolulu,28-02,U.S. Senate,,R,"CARROLL, John",50,20,83
Honolulu,28-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",289,57,333
Honolulu,28-02,U.S. House,1,L,"YIM, Alan J.K.",6,5,14
Honolulu,28-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",8,1,13
Honolulu,28-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",50,17,76
Honolulu,28-02,U.S. House,1,D,"CROSS, Peter",4,3,8
Honolulu,28-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",265,47,299
Honolulu,28-02,U.S. House,1,D,"KIM, Howard",6,2,14
Honolulu,28-02,U.S. House,1,L,"YIM, Alan J.K.",4,3,9
Honolulu,28-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",6,1,7
Honolulu,28-02,U.S. House,1,N,"PERRY, Yvonne",4,2,0
Honolulu,28-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",47,13,71
Honolulu,28-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",12,3,14
Honolulu,28-02,U.S. House,1,D,"OCASIO, Javier",3,2,3
Honolulu,28-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,1
Honolulu,28-02,State House,28,D,"MIZUNO, John M.",274,52,343
Honolulu,28-02,State House,28,R,"KAAPU, Carole Kauhiwai",71,27,103
Honolulu,28-03,President,,G,"STEIN, Jill",21,4,33
Honolulu,28-03,President,,L,"JOHNSON, Gary",55,8,32
Honolulu,28-03,President,,R,"TRUMP, Donald J.",289,40,446
Honolulu,28-03,President,,D,"CLINTON, Hillary",699,114,827
Honolulu,28-03,President,,C,"CASTLE, Darrell L.",21,0,8
Honolulu,28-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,0,3
Honolulu,28-03,U.S. Senate,,C,"ALLISON, Joy J.",21,1,50
Honolulu,28-03,U.S. Senate,,D,"SCHATZ, Brian",847,125,981
Honolulu,28-03,U.S. Senate,,L,"KOKOSKI, Michael A.",11,4,20
Honolulu,28-03,U.S. Senate,,R,"CARROLL, John",197,33,265
Honolulu,28-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",817,124,1002
Honolulu,28-03,U.S. House,1,L,"YIM, Alan J.K.",28,7,31
Honolulu,28-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",25,3,28
Honolulu,28-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",207,27,253
Honolulu,28-03,U.S. House,1,D,"CROSS, Peter",17,1,21
Honolulu,28-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",712,113,851
Honolulu,28-03,U.S. House,1,D,"KIM, Howard",23,7,57
Honolulu,28-03,U.S. House,1,L,"YIM, Alan J.K.",30,5,19
Honolulu,28-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",17,1,21
Honolulu,28-03,U.S. House,1,N,"PERRY, Yvonne",6,0,7
Honolulu,28-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",207,28,246
Honolulu,28-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",35,4,54
Honolulu,28-03,U.S. House,1,D,"OCASIO, Javier",10,3,12
Honolulu,28-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,2
Honolulu,28-03,State House,28,D,"MIZUNO, John M.",778,117,962
Honolulu,28-03,State House,28,R,"KAAPU, Carole Kauhiwai",290,44,349
Honolulu,28-04,President,,G,"STEIN, Jill",0,0,10
Honolulu,28-04,President,,L,"JOHNSON, Gary",9,1,8
Honolulu,28-04,President,,R,"TRUMP, Donald J.",57,9,90
Honolulu,28-04,President,,D,"CLINTON, Hillary",169,15,213
Honolulu,28-04,President,,C,"CASTLE, Darrell L.",4,0,4
Honolulu,28-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,2
Honolulu,28-04,U.S. Senate,,C,"ALLISON, Joy J.",7,1,17
Honolulu,28-04,U.S. Senate,,D,"SCHATZ, Brian",192,18,238
Honolulu,28-04,U.S. Senate,,L,"KOKOSKI, Michael A.",2,1,10
Honolulu,28-04,U.S. Senate,,R,"CARROLL, John",34,6,47
Honolulu,28-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",193,18,253
Honolulu,28-04,U.S. House,1,L,"YIM, Alan J.K.",4,1,7
Honolulu,28-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",9,0,13
Honolulu,28-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",29,7,45
Honolulu,28-04,U.S. House,1,D,"CROSS, Peter",2,0,13
Honolulu,28-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",177,19,218
Honolulu,28-04,U.S. House,1,D,"KIM, Howard",4,0,11
Honolulu,28-04,U.S. House,1,L,"YIM, Alan J.K.",5,1,7
Honolulu,28-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",7,0,6
Honolulu,28-04,U.S. House,1,N,"PERRY, Yvonne",1,0,2
Honolulu,28-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",25,6,44
Honolulu,28-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",5,0,15
Honolulu,28-04,U.S. House,1,D,"OCASIO, Javier",2,0,1
Honolulu,28-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,1
Honolulu,28-04,State House,28,D,"MIZUNO, John M.",190,18,250
Honolulu,28-04,State House,28,R,"KAAPU, Carole Kauhiwai",49,8,70
Honolulu,29-01,President,,G,"STEIN, Jill",26,5,18
Honolulu,29-01,President,,L,"JOHNSON, Gary",28,4,23
Honolulu,29-01,President,,R,"TRUMP, Donald J.",244,59,187
Honolulu,29-01,President,,D,"CLINTON, Hillary",634,134,355
Honolulu,29-01,President,,C,"CASTLE, Darrell L.",11,3,5
Honolulu,29-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",6,0,2
Honolulu,29-01,U.S. Senate,,C,"ALLISON, Joy J.",22,4,22
Honolulu,29-01,U.S. Senate,,D,"SCHATZ, Brian",653,145,376
Honolulu,29-01,U.S. Senate,,L,"KOKOSKI, Michael A.",14,4,10
Honolulu,29-01,U.S. Senate,,R,"CARROLL, John",201,42,141
Honolulu,29-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",628,130,363
Honolulu,29-01,U.S. House,1,L,"YIM, Alan J.K.",52,11,34
Honolulu,29-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",17,6,25
Honolulu,29-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",195,43,126
Honolulu,29-01,U.S. House,1,D,"CROSS, Peter",19,8,20
Honolulu,29-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",527,111,275
Honolulu,29-01,U.S. House,1,D,"KIM, Howard",45,9,38
Honolulu,29-01,U.S. House,1,L,"YIM, Alan J.K.",36,7,25
Honolulu,29-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",8,4,18
Honolulu,29-01,U.S. House,1,N,"PERRY, Yvonne",9,2,7
Honolulu,29-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",182,38,122
Honolulu,29-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",30,5,21
Honolulu,29-01,U.S. House,1,D,"OCASIO, Javier",10,3,10
Honolulu,29-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,1
Honolulu,29-01,State Senate,13,D,"RHOADS, Karl",673,149,390
Honolulu,29-01,State Senate,13,L,"OZOLS, Harry",27,6,30
Honolulu,29-01,State Senate,13,R,"TAM, Rod",197,35,125
Honolulu,29-01,State House,29,D,"HOLT, Daniel",582,126,363
Honolulu,29-01,State House,29,R,"COAKLEY, Kaiwiola",211,51,127
Honolulu,29-02,President,,G,"STEIN, Jill",12,3,16
Honolulu,29-02,President,,L,"JOHNSON, Gary",15,1,17
Honolulu,29-02,President,,R,"TRUMP, Donald J.",152,38,144
Honolulu,29-02,President,,D,"CLINTON, Hillary",327,52,380
Honolulu,29-02,President,,C,"CASTLE, Darrell L.",10,0,12
Honolulu,29-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,1,4
Honolulu,29-02,U.S. Senate,,C,"ALLISON, Joy J.",20,2,28
Honolulu,29-02,U.S. Senate,,D,"SCHATZ, Brian",360,65,400
Honolulu,29-02,U.S. Senate,,L,"KOKOSKI, Michael A.",12,1,13
Honolulu,29-02,U.S. Senate,,R,"CARROLL, John",96,13,96
Honolulu,29-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",327,58,426
Honolulu,29-02,U.S. House,1,L,"YIM, Alan J.K.",34,4,19
Honolulu,29-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",16,1,20
Honolulu,29-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",108,19,78
Honolulu,29-02,U.S. House,1,D,"CROSS, Peter",19,3,21
Honolulu,29-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",280,51,331
Honolulu,29-02,U.S. House,1,D,"KIM, Howard",20,1,26
Honolulu,29-02,U.S. House,1,L,"YIM, Alan J.K.",30,3,19
Honolulu,29-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",14,2,22
Honolulu,29-02,U.S. House,1,N,"PERRY, Yvonne",12,0,5
Honolulu,29-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",92,18,72
Honolulu,29-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",16,4,31
Honolulu,29-02,U.S. House,1,D,"OCASIO, Javier",6,0,6
Honolulu,29-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,1
Honolulu,29-02,State Senate,13,D,"RHOADS, Karl",368,64,443
Honolulu,29-02,State Senate,13,L,"OZOLS, Harry",18,2,19
Honolulu,29-02,State Senate,13,R,"TAM, Rod",108,13,92
Honolulu,29-02,State House,29,D,"HOLT, Daniel",315,55,403
Honolulu,29-02,State House,29,R,"COAKLEY, Kaiwiola",114,20,97
Honolulu,29-03,President,,G,"STEIN, Jill",8,1,9
Honolulu,29-03,President,,L,"JOHNSON, Gary",11,0,16
Honolulu,29-03,President,,R,"TRUMP, Donald J.",103,15,160
Honolulu,29-03,President,,D,"CLINTON, Hillary",345,37,354
Honolulu,29-03,President,,C,"CASTLE, Darrell L.",6,0,5
Honolulu,29-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,0,1
Honolulu,29-03,U.S. Senate,,C,"ALLISON, Joy J.",9,2,26
Honolulu,29-03,U.S. Senate,,D,"SCHATZ, Brian",375,38,408
Honolulu,29-03,U.S. Senate,,L,"KOKOSKI, Michael A.",10,0,7
Honolulu,29-03,U.S. Senate,,R,"CARROLL, John",59,10,75
Honolulu,29-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",360,34,398
Honolulu,29-03,U.S. House,1,L,"YIM, Alan J.K.",5,0,10
Honolulu,29-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",22,3,22
Honolulu,29-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",68,11,88
Honolulu,29-03,U.S. House,1,D,"CROSS, Peter",8,3,16
Honolulu,29-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",316,28,335
Honolulu,29-03,U.S. House,1,D,"KIM, Howard",10,2,17
Honolulu,29-03,U.S. House,1,L,"YIM, Alan J.K.",5,0,12
Honolulu,29-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",14,2,13
Honolulu,29-03,U.S. House,1,N,"PERRY, Yvonne",1,1,4
Honolulu,29-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",71,11,76
Honolulu,29-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",12,1,25
Honolulu,29-03,U.S. House,1,D,"OCASIO, Javier",16,1,2
Honolulu,29-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,2
Honolulu,29-03,State Senate,15,D,"WAKAI, Glenn",344,35,364
Honolulu,29-03,State Senate,15,L,"KALINOWSKI, Roman",59,10,78
Honolulu,29-03,State House,29,D,"HOLT, Daniel",360,34,397
Honolulu,29-03,State House,29,R,"COAKLEY, Kaiwiola",71,14,89
Honolulu,29-04,President,,G,"STEIN, Jill",7,1,4
Honolulu,29-04,President,,L,"JOHNSON, Gary",9,1,5
Honolulu,29-04,President,,R,"TRUMP, Donald J.",55,8,70
Honolulu,29-04,President,,D,"CLINTON, Hillary",142,17,140
Honolulu,29-04,President,,C,"CASTLE, Darrell L.",6,0,4
Honolulu,29-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,1
Honolulu,29-04,U.S. Senate,,C,"ALLISON, Joy J.",0,2,9
Honolulu,29-04,U.S. Senate,,D,"SCHATZ, Brian",168,20,167
Honolulu,29-04,U.S. Senate,,L,"KOKOSKI, Michael A.",3,0,4
Honolulu,29-04,U.S. Senate,,R,"CARROLL, John",42,5,35
Honolulu,29-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",172,21,158
Honolulu,29-04,U.S. House,1,L,"YIM, Alan J.K.",6,0,11
Honolulu,29-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",4,0,10
Honolulu,29-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",29,7,35
Honolulu,29-04,U.S. House,1,D,"CROSS, Peter",1,1,2
Honolulu,29-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",149,18,134
Honolulu,29-04,U.S. House,1,D,"KIM, Howard",5,0,7
Honolulu,29-04,U.S. House,1,L,"YIM, Alan J.K.",6,0,7
Honolulu,29-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",4,0,7
Honolulu,29-04,U.S. House,1,N,"PERRY, Yvonne",2,1,2
Honolulu,29-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",30,5,40
