county,precinct,office,district,party,candidate,absentee,early,votes
Honolulu,24-03,President,,L,"JOHNSON, Gary",32,10,43
Honolulu,24-03,President,,R,"TRUMP, Donald J.",255,65,300
Honolulu,24-03,President,,D,"CLINTON, Hillary",746,177,703
Honolulu,24-03,President,,C,"CASTLE, Darrell L.",3,1,3
Honolulu,24-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,0,3
Honolulu,24-03,U.S. Senate,,C,"ALLISON, Joy J.",8,5,29
Honolulu,24-03,U.S. Senate,,D,"SCHATZ, Brian",807,186,747
Honolulu,24-03,U.S. Senate,,L,"KOKOSKI, Michael A.",7,2,13
Honolulu,24-03,U.S. Senate,,R,"CARROLL, John",206,58,258
Honolulu,24-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",737,161,679
Honolulu,24-03,U.S. House,1,L,"YIM, Alan J.K.",35,13,52
Honolulu,24-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",13,10,42
Honolulu,24-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",215,60,240
Honolulu,24-03,U.S. House,1,D,"CROSS, Peter",9,13,29
Honolulu,24-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",666,133,550
Honolulu,24-03,U.S. House,1,D,"KIM, Howard",14,2,29
Honolulu,24-03,U.S. House,1,L,"YIM, Alan J.K.",30,12,38
Honolulu,24-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",5,3,24
Honolulu,24-03,U.S. House,1,N,"PERRY, Yvonne",7,0,9
Honolulu,24-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",194,54,237
Honolulu,24-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",26,15,49
Honolulu,24-03,U.S. House,1,D,"OCASIO, Javier",22,3,18
Honolulu,24-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",3,1,5
Honolulu,24-03,State Senate,11,D,"TANIGUCHI, Brian T.",742,164,683
Honolulu,24-03,State Senate,11,L,"KENT, Joe",36,12,55
Honolulu,24-03,State Senate,11,R,"AMSTERDAM, C. Kaui Jochanan",173,53,225
Honolulu,24-03,State House,24,D,"BELATTI, Della Au",726,169,621
Honolulu,24-03,State House,24,L,"TIPPENS, Michelle Rose",51,17,97
Honolulu,24-03,State House,24,R,"FENTON, Larry",181,46,217
Honolulu,24-04,President,,G,"STEIN, Jill",14,4,38
Honolulu,24-04,President,,L,"JOHNSON, Gary",22,3,35
Honolulu,24-04,President,,R,"TRUMP, Donald J.",153,44,303
Honolulu,24-04,President,,D,"CLINTON, Hillary",498,137,764
Honolulu,24-04,President,,C,"CASTLE, Darrell L.",9,1,10
Honolulu,24-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,2,8
Honolulu,24-04,U.S. Senate,,C,"ALLISON, Joy J.",6,4,30
Honolulu,24-04,U.S. Senate,,D,"SCHATZ, Brian",526,145,808
Honolulu,24-04,U.S. Senate,,L,"KOKOSKI, Michael A.",9,0,28
Honolulu,24-04,U.S. Senate,,R,"CARROLL, John",128,28,238
Honolulu,24-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",515,149,807
Honolulu,24-04,U.S. House,1,L,"YIM, Alan J.K.",21,5,51
Honolulu,24-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",14,3,19
Honolulu,24-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",124,23,206
Honolulu,24-04,U.S. House,1,D,"CROSS, Peter",7,2,24
Honolulu,24-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",476,126,661
Honolulu,24-04,U.S. House,1,D,"KIM, Howard",14,3,34
Honolulu,24-04,U.S. House,1,L,"YIM, Alan J.K.",18,2,42
Honolulu,24-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",2,4,11
Honolulu,24-04,U.S. House,1,N,"PERRY, Yvonne",4,3,2
Honolulu,24-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",111,23,193
Honolulu,24-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",25,5,83
Honolulu,24-04,U.S. House,1,D,"OCASIO, Javier",2,3,8
Honolulu,24-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,0
Honolulu,24-04,State Senate,11,D,"TANIGUCHI, Brian T.",493,136,753
Honolulu,24-04,State Senate,11,L,"KENT, Joe",24,6,52
Honolulu,24-04,State Senate,11,R,"AMSTERDAM, C. Kaui Jochanan",113,25,231
Honolulu,24-04,State House,24,D,"BELATTI, Della Au",467,128,689
Honolulu,24-04,State House,24,L,"TIPPENS, Michelle Rose",38,18,111
Honolulu,24-04,State House,24,R,"FENTON, Larry",126,26,215
Honolulu,25-01,President,,G,"STEIN, Jill",7,0,0
Honolulu,25-01,President,,L,"JOHNSON, Gary",5,0,0
Honolulu,25-01,President,,R,"TRUMP, Donald J.",57,1,0
Honolulu,25-01,President,,D,"CLINTON, Hillary",174,6,0
Honolulu,25-01,President,,C,"CASTLE, Darrell L.",2,0,0
Honolulu,25-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,0
Honolulu,25-01,U.S. Senate,,C,"ALLISON, Joy J.",3,0,0
Honolulu,25-01,U.S. Senate,,D,"SCHATZ, Brian",188,6,0
Honolulu,25-01,U.S. Senate,,L,"KOKOSKI, Michael A.",2,0,0
Honolulu,25-01,U.S. Senate,,R,"CARROLL, John",44,1,0
Honolulu,25-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",181,6,0
Honolulu,25-01,U.S. House,1,L,"YIM, Alan J.K.",5,0,0
Honolulu,25-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",5,0,0
Honolulu,25-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",42,1,0
Honolulu,25-01,U.S. House,1,D,"CROSS, Peter",6,0,0
Honolulu,25-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",160,5,0
Honolulu,25-01,U.S. House,1,D,"KIM, Howard",8,1,0
Honolulu,25-01,U.S. House,1,L,"YIM, Alan J.K.",6,0,0
Honolulu,25-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",5,0,0
Honolulu,25-01,U.S. House,1,N,"PERRY, Yvonne",0,0,0
Honolulu,25-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",37,1,0
Honolulu,25-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",4,0,0
Honolulu,25-01,U.S. House,1,D,"OCASIO, Javier",4,0,0
Honolulu,25-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,0
Honolulu,25-01,State Senate,11,D,"TANIGUCHI, Brian T.",187,5,0
Honolulu,25-01,State Senate,11,L,"KENT, Joe",7,0,0
Honolulu,25-01,State Senate,11,R,"AMSTERDAM, C. Kaui Jochanan",28,1,0
Honolulu,25-02,President,,G,"STEIN, Jill",40,13,45
Honolulu,25-02,President,,L,"JOHNSON, Gary",55,14,51
Honolulu,25-02,President,,R,"TRUMP, Donald J.",393,86,330
Honolulu,25-02,President,,D,"CLINTON, Hillary",1111,307,860
Honolulu,25-02,President,,C,"CASTLE, Darrell L.",8,4,10
Honolulu,25-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,1,7
Honolulu,25-02,U.S. Senate,,C,"ALLISON, Joy J.",26,7,34
Honolulu,25-02,U.S. Senate,,D,"SCHATZ, Brian",1194,331,918
Honolulu,25-02,U.S. Senate,,L,"KOKOSKI, Michael A.",16,11,17
Honolulu,25-02,U.S. Senate,,R,"CARROLL, John",315,62,275
Honolulu,25-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",1139,306,890
Honolulu,25-02,U.S. House,1,L,"YIM, Alan J.K.",59,17,52
Honolulu,25-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",24,16,41
Honolulu,25-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",308,63,251
Honolulu,25-02,U.S. House,1,D,"CROSS, Peter",24,9,35
Honolulu,25-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",988,267,719
Honolulu,25-02,U.S. House,1,D,"KIM, Howard",33,6,41
Honolulu,25-02,U.S. House,1,L,"YIM, Alan J.K.",51,21,49
Honolulu,25-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",7,10,23
Honolulu,25-02,U.S. House,1,N,"PERRY, Yvonne",11,1,10
Honolulu,25-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",297,63,250
Honolulu,25-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",42,11,60
Honolulu,25-02,U.S. House,1,D,"OCASIO, Javier",28,3,23
Honolulu,25-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",5,6,2
Honolulu,25-02,State Senate,11,D,"TANIGUCHI, Brian T.",1118,299,864
Honolulu,25-02,State Senate,11,L,"KENT, Joe",66,18,64
Honolulu,25-02,State Senate,11,R,"AMSTERDAM, C. Kaui Jochanan",275,65,252
Honolulu,25-03,President,,G,"STEIN, Jill",2,1,3
Honolulu,25-03,President,,L,"JOHNSON, Gary",6,0,7
Honolulu,25-03,President,,R,"TRUMP, Donald J.",27,7,32
Honolulu,25-03,President,,D,"CLINTON, Hillary",74,11,68
Honolulu,25-03,President,,C,"CASTLE, Darrell L.",0,0,2
Honolulu,25-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0
Honolulu,25-03,U.S. Senate,,C,"ALLISON, Joy J.",2,1,3
Honolulu,25-03,U.S. Senate,,D,"SCHATZ, Brian",88,11,82
Honolulu,25-03,U.S. Senate,,L,"KOKOSKI, Michael A.",1,1,2
Honolulu,25-03,U.S. Senate,,R,"CARROLL, John",14,5,20
Honolulu,25-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",84,17,84
Honolulu,25-03,U.S. House,1,L,"YIM, Alan J.K.",5,0,2
Honolulu,25-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",1,1,3
Honolulu,25-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",12,2,18
Honolulu,25-03,U.S. House,1,D,"CROSS, Peter",1,0,1
Honolulu,25-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",72,12,73
Honolulu,25-03,U.S. House,1,D,"KIM, Howard",0,1,1
Honolulu,25-03,U.S. House,1,L,"YIM, Alan J.K.",3,1,1
Honolulu,25-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",2,0,1
Honolulu,25-03,U.S. House,1,N,"PERRY, Yvonne",1,1,1
Honolulu,25-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",12,3,17
Honolulu,25-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",10,1,12
Honolulu,25-03,U.S. House,1,D,"OCASIO, Javier",2,1,0
Honolulu,25-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,25-03,State Senate,11,D,"TANIGUCHI, Brian T.",84,16,78
Honolulu,25-03,State Senate,11,L,"KENT, Joe",5,0,4
Honolulu,25-03,State Senate,11,R,"AMSTERDAM, C. Kaui Jochanan",13,4,22
Honolulu,25-04,President,,G,"STEIN, Jill",34,12,51
Honolulu,25-04,President,,L,"JOHNSON, Gary",76,22,64
Honolulu,25-04,President,,R,"TRUMP, Donald J.",406,114,436
Honolulu,25-04,President,,D,"CLINTON, Hillary",1107,297,926
Honolulu,25-04,President,,C,"CASTLE, Darrell L.",14,1,13
Honolulu,25-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,0,3
Honolulu,25-04,U.S. Senate,,C,"ALLISON, Joy J.",12,7,31
Honolulu,25-04,U.S. Senate,,D,"SCHATZ, Brian",1239,338,1069
Honolulu,25-04,U.S. Senate,,L,"KOKOSKI, Michael A.",22,8,30
Honolulu,25-04,U.S. Senate,,R,"CARROLL, John",305,83,306
Honolulu,25-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",1211,310,1035
Honolulu,25-04,U.S. House,1,L,"YIM, Alan J.K.",54,21,57
Honolulu,25-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",18,11,47
Honolulu,25-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",294,86,292
Honolulu,25-04,U.S. House,1,D,"CROSS, Peter",17,7,18
Honolulu,25-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",1108,272,921
Honolulu,25-04,U.S. House,1,D,"KIM, Howard",28,8,21
Honolulu,25-04,U.S. House,1,L,"YIM, Alan J.K.",47,17,54
Honolulu,25-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",11,6,33
Honolulu,25-04,U.S. House,1,N,"PERRY, Yvonne",3,2,13
Honolulu,25-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",283,82,273
Honolulu,25-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",29,19,52
Honolulu,25-04,U.S. House,1,D,"OCASIO, Javier",17,7,17
Honolulu,25-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,4
Honolulu,25-04,State Senate,13,D,"RHOADS, Karl",1129,281,881
Honolulu,25-04,State Senate,13,L,"OZOLS, Harry",65,17,69
Honolulu,25-04,State Senate,13,R,"TAM, Rod",365,119,471
Honolulu,25-05,President,,G,"STEIN, Jill",19,2,19
Honolulu,25-05,President,,L,"JOHNSON, Gary",28,5,25
Honolulu,25-05,President,,R,"TRUMP, Donald J.",254,49,258
Honolulu,25-05,President,,D,"CLINTON, Hillary",573,91,459
Honolulu,25-05,President,,C,"CASTLE, Darrell L.",4,1,10
Honolulu,25-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,3
Honolulu,25-05,U.S. Senate,,C,"ALLISON, Joy J.",7,2,12
Honolulu,25-05,U.S. Senate,,D,"SCHATZ, Brian",659,97,544
Honolulu,25-05,U.S. Senate,,L,"KOKOSKI, Michael A.",9,3,15
Honolulu,25-05,U.S. Senate,,R,"CARROLL, John",184,35,175
Honolulu,25-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",651,93,530
Honolulu,25-05,U.S. House,1,L,"YIM, Alan J.K.",24,6,31
Honolulu,25-05,U.S. House,1,N,"GRIFFIN, Calvin (G)",8,3,17
Honolulu,25-05,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",178,31,163
Honolulu,25-05,U.S. House,1,D,"CROSS, Peter",10,2,7
Honolulu,25-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",601,84,475
Honolulu,25-05,U.S. House,1,D,"KIM, Howard",14,3,11
Honolulu,25-05,U.S. House,1,L,"YIM, Alan J.K.",26,7,33
Honolulu,25-05,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",3,2,11
Honolulu,25-05,U.S. House,1,N,"PERRY, Yvonne",3,1,0
Honolulu,25-05,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",165,28,158
Honolulu,25-05,U.S. House,1,D,"KAAIHUE, Angela Aulani",14,2,22
Honolulu,25-05,U.S. House,1,D,"OCASIO, Javier",5,1,5
Honolulu,25-05,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,1,0
Honolulu,25-05,State Senate,13,D,"RHOADS, Karl",629,93,477
Honolulu,25-05,State Senate,13,L,"OZOLS, Harry",25,10,29
Honolulu,25-05,State Senate,13,R,"TAM, Rod",186,34,226
Honolulu,26-01,President,,G,"STEIN, Jill",27,4,33
Honolulu,26-01,President,,L,"JOHNSON, Gary",21,8,36
Honolulu,26-01,President,,R,"TRUMP, Donald J.",268,53,286
Honolulu,26-01,President,,D,"CLINTON, Hillary",815,166,618
Honolulu,26-01,President,,C,"CASTLE, Darrell L.",8,1,4
Honolulu,26-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,3,9
Honolulu,26-01,U.S. Senate,,C,"ALLISON, Joy J.",18,5,32
Honolulu,26-01,U.S. Senate,,D,"SCHATZ, Brian",864,175,629
Honolulu,26-01,U.S. Senate,,L,"KOKOSKI, Michael A.",13,6,21
Honolulu,26-01,U.S. Senate,,R,"CARROLL, John",199,37,212
Honolulu,26-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",843,171,648
Honolulu,26-01,U.S. House,1,L,"YIM, Alan J.K.",48,9,51
Honolulu,26-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",24,5,29
Honolulu,26-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",182,33,175
Honolulu,26-01,U.S. House,1,D,"CROSS, Peter",14,4,20
Honolulu,26-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",750,146,532
Honolulu,26-01,U.S. House,1,D,"KIM, Howard",49,9,38
Honolulu,26-01,U.S. House,1,L,"YIM, Alan J.K.",37,10,44
Honolulu,26-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",15,4,10
Honolulu,26-01,U.S. House,1,N,"PERRY, Yvonne",5,0,4
Honolulu,26-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",171,36,179
Honolulu,26-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",26,4,35
Honolulu,26-01,U.S. House,1,D,"OCASIO, Javier",9,3,21
Honolulu,26-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,0
Honolulu,26-02,President,,G,"STEIN, Jill",0,1,0
Honolulu,26-02,President,,L,"JOHNSON, Gary",3,0,0
Honolulu,26-02,President,,R,"TRUMP, Donald J.",58,5,0
Honolulu,26-02,President,,D,"CLINTON, Hillary",71,6,0
Honolulu,26-02,President,,C,"CASTLE, Darrell L.",0,0,0
Honolulu,26-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,0
Honolulu,26-02,U.S. Senate,,C,"ALLISON, Joy J.",1,0,0
Honolulu,26-02,U.S. Senate,,D,"SCHATZ, Brian",82,7,0
Honolulu,26-02,U.S. Senate,,L,"KOKOSKI, Michael A.",3,0,0
Honolulu,26-02,U.S. Senate,,R,"CARROLL, John",39,4,0
Honolulu,26-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",76,10,0
Honolulu,26-02,U.S. House,1,L,"YIM, Alan J.K.",5,0,0
Honolulu,26-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",4,0,0
Honolulu,26-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",40,2,0
Honolulu,26-02,U.S. House,1,D,"CROSS, Peter",2,0,0
Honolulu,26-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",67,8,0
Honolulu,26-02,U.S. House,1,D,"KIM, Howard",1,0,0
Honolulu,26-02,U.S. House,1,L,"YIM, Alan J.K.",5,0,0
Honolulu,26-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",2,0,0
Honolulu,26-02,U.S. House,1,N,"PERRY, Yvonne",0,0,0
Honolulu,26-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",42,2,0
Honolulu,26-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",3,1,0
Honolulu,26-02,U.S. House,1,D,"OCASIO, Javier",1,0,0
Honolulu,26-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,26-03,President,,G,"STEIN, Jill",18,4,16
Honolulu,26-03,President,,L,"JOHNSON, Gary",21,7,19
Honolulu,26-03,President,,R,"TRUMP, Donald J.",208,50,179
Honolulu,26-03,President,,D,"CLINTON, Hillary",550,126,434
Honolulu,26-03,President,,C,"CASTLE, Darrell L.",6,2,2
Honolulu,26-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,1,2
Honolulu,26-03,U.S. Senate,,C,"ALLISON, Joy J.",9,8,9
Honolulu,26-03,U.S. Senate,,D,"SCHATZ, Brian",615,126,446
Honolulu,26-03,U.S. Senate,,L,"KOKOSKI, Michael A.",4,3,12
Honolulu,26-03,U.S. Senate,,R,"CARROLL, John",157,40,158
Honolulu,26-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",563,119,436
Honolulu,26-03,U.S. House,1,L,"YIM, Alan J.K.",29,13,27
Honolulu,26-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",10,6,22
Honolulu,26-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",168,40,141
Honolulu,26-03,U.S. House,1,D,"CROSS, Peter",10,3,14
Honolulu,26-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",502,97,366
Honolulu,26-03,U.S. House,1,D,"KIM, Howard",22,4,16
Honolulu,26-03,U.S. House,1,L,"YIM, Alan J.K.",27,10,26
Honolulu,26-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",9,4,15
Honolulu,26-03,U.S. House,1,N,"PERRY, Yvonne",0,0,1
Honolulu,26-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",160,37,132
Honolulu,26-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",18,15,27
Honolulu,26-03,U.S. House,1,D,"OCASIO, Javier",7,3,9
Honolulu,26-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,2
Honolulu,26-04,President,,G,"STEIN, Jill",1,1,0
Honolulu,26-04,President,,L,"JOHNSON, Gary",7,0,0
Honolulu,26-04,President,,R,"TRUMP, Donald J.",77,2,0
Honolulu,26-04,President,,D,"CLINTON, Hillary",125,1,0
Honolulu,26-04,President,,C,"CASTLE, Darrell L.",2,0,0
Honolulu,26-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,0
Honolulu,26-04,U.S. Senate,,C,"ALLISON, Joy J.",2,0,0
Honolulu,26-04,U.S. Senate,,D,"SCHATZ, Brian",147,2,0
Honolulu,26-04,U.S. Senate,,L,"KOKOSKI, Michael A.",3,0,0
Honolulu,26-04,U.S. Senate,,R,"CARROLL, John",53,1,0
Honolulu,26-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",131,3,0
Honolulu,26-04,U.S. House,1,L,"YIM, Alan J.K.",10,0,0
Honolulu,26-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",6,0,0
Honolulu,26-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",55,0,0
Honolulu,26-04,U.S. House,1,D,"CROSS, Peter",2,0,0
Honolulu,26-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",113,2,0
Honolulu,26-04,U.S. House,1,D,"KIM, Howard",5,0,0
Honolulu,26-04,U.S. House,1,L,"YIM, Alan J.K.",9,0,0
Honolulu,26-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",3,1,0
Honolulu,26-04,U.S. House,1,N,"PERRY, Yvonne",2,0,0
Honolulu,26-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",52,0,0
Honolulu,26-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",7,0,0
Honolulu,26-04,U.S. House,1,D,"OCASIO, Javier",1,0,0
Honolulu,26-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,26-04,State Senate,11,D,"TANIGUCHI, Brian T.",121,2,0
Honolulu,26-04,State Senate,11,L,"KENT, Joe",9,0,0
Honolulu,26-04,State Senate,11,R,"AMSTERDAM, C. Kaui Jochanan",58,1,0
Honolulu,26-05,President,,G,"STEIN, Jill",4,1,0
Honolulu,26-05,President,,L,"JOHNSON, Gary",7,1,0
Honolulu,26-05,President,,R,"TRUMP, Donald J.",51,6,0
Honolulu,26-05,President,,D,"CLINTON, Hillary",116,4,0
Honolulu,26-05,President,,C,"CASTLE, Darrell L.",3,0,0
Honolulu,26-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0
Honolulu,26-05,U.S. Senate,,C,"ALLISON, Joy J.",4,0,0
Honolulu,26-05,U.S. Senate,,D,"SCHATZ, Brian",124,7,0
Honolulu,26-05,U.S. Senate,,L,"KOKOSKI, Michael A.",5,1,0
Honolulu,26-05,U.S. Senate,,R,"CARROLL, John",41,4,0
Honolulu,26-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",123,6,0
Honolulu,26-05,U.S. House,1,L,"YIM, Alan J.K.",8,1,0
Honolulu,26-05,U.S. House,1,N,"GRIFFIN, Calvin (G)",2,1,0
Honolulu,26-05,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",41,4,0
Honolulu,26-05,U.S. House,1,D,"CROSS, Peter",3,0,0
Honolulu,26-05,U.S. House,1,D,"HANABUSA, Colleen Wakako",105,4,0
Honolulu,26-05,U.S. House,1,D,"KIM, Howard",3,0,0
Honolulu,26-05,U.S. House,1,L,"YIM, Alan J.K.",11,1,0
Honolulu,26-05,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",2,1,0
Honolulu,26-05,U.S. House,1,N,"PERRY, Yvonne",2,0,0
Honolulu,26-05,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",34,4,0
Honolulu,26-05,U.S. House,1,D,"KAAIHUE, Angela Aulani",6,1,0
Honolulu,26-05,U.S. House,1,D,"OCASIO, Javier",0,0,0
Honolulu,26-05,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,0
Honolulu,26-05,State Senate,11,D,"TANIGUCHI, Brian T.",120,4,0
Honolulu,26-05,State Senate,11,L,"KENT, Joe",5,1,0
Honolulu,26-05,State Senate,11,R,"AMSTERDAM, C. Kaui Jochanan",36,5,0
Honolulu,26-06,President,,G,"STEIN, Jill",19,5,14
Honolulu,26-06,President,,L,"JOHNSON, Gary",25,12,27
Honolulu,26-06,President,,R,"TRUMP, Donald J.",263,92,186
Honolulu,26-06,President,,D,"CLINTON, Hillary",783,214,317
Honolulu,26-06,President,,C,"CASTLE, Darrell L.",10,2,4
Honolulu,26-06,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,0,3
Honolulu,26-06,U.S. Senate,,C,"ALLISON, Joy J.",15,6,16
Honolulu,26-06,U.S. Senate,,D,"SCHATZ, Brian",817,216,348
Honolulu,26-06,U.S. Senate,,L,"KOKOSKI, Michael A.",14,13,15
Honolulu,26-06,U.S. Senate,,R,"CARROLL, John",208,73,147
Honolulu,26-06,U.S. House,1,D,"HANABUSA, Colleen Wakako",782,200,350
Honolulu,26-06,U.S. House,1,L,"YIM, Alan J.K.",36,16,26
Honolulu,26-06,U.S. House,1,N,"GRIFFIN, Calvin (G)",18,12,18
Honolulu,26-06,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",211,84,136
Honolulu,26-06,U.S. House,1,D,"CROSS, Peter",19,6,17
Honolulu,26-06,U.S. House,1,D,"HANABUSA, Colleen Wakako",672,168,282
Honolulu,26-06,U.S. House,1,D,"KIM, Howard",39,9,25
Honolulu,26-06,U.S. House,1,L,"YIM, Alan J.K.",30,13,16
Honolulu,26-06,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",13,7,8
Honolulu,26-06,U.S. House,1,N,"PERRY, Yvonne",5,4,2
Honolulu,26-06,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",206,75,136
Honolulu,26-06,U.S. House,1,D,"KAAIHUE, Angela Aulani",28,14,20
Honolulu,26-06,U.S. House,1,D,"OCASIO, Javier",9,6,4
Honolulu,26-06,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,1,1
Honolulu,26-07,President,,G,"STEIN, Jill",11,7,14
Honolulu,26-07,President,,L,"JOHNSON, Gary",25,3,19
Honolulu,26-07,President,,R,"TRUMP, Donald J.",178,90,139
Honolulu,26-07,President,,D,"CLINTON, Hillary",431,163,239
Honolulu,26-07,President,,C,"CASTLE, Darrell L.",4,1,3
Honolulu,26-07,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,3
Honolulu,26-07,U.S. Senate,,C,"ALLISON, Joy J.",12,11,7
Honolulu,26-07,U.S. Senate,,D,"SCHATZ, Brian",475,171,249
Honolulu,26-07,U.S. Senate,,L,"KOKOSKI, Michael A.",10,7,13
Honolulu,26-07,U.S. Senate,,R,"CARROLL, John",129,67,121
Honolulu,26-07,U.S. House,1,D,"HANABUSA, Colleen Wakako",446,174,239
